id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
100290,63852,2026-01-03,9000,4,No disponible,36
100291,63852,2025-04-14,568000,4,No disponible,568
100292,63852,2025-04-11,177000,4,No disponible,236
100293,63852,2026-05-12,280000,4,No disponible,280
100294,,2025-04-11,312000,4,,
100295,62427,,1820000,10,No disponible,
100296,62427,2026-01-16,420000,10,No disponible,60
,62427,,90000,10,No disponible,
100298,62427,2025-08-09,510000,10,No disponible,510
100299,62427,2026-09-15,120000,10,No disponible,120
100300,62427,2026-01-03,530000,10,No disponible,530
100301,62427,,770000,10,No disponible,770
100302,62427,2026-04-10,990000,10,No disponible,990
100303,62427,2025-10-07,1020000,,No disponible,1020
100304,62427,,1490000,10,No disponible,1490
100305,62618,2025-07-01,291000,3,No disponible,291
100306,62618,2025-07-17,369000,3,No disponible,123
100307,62618,2025-04-02,93000,3,No disponible,93
100308,62618,2025-08-03,180000,3,,180
100313,58954,2025-01-01,252000,7,No disponible,
100315,58954,2025-01-03,693000,,No disponible,693
100316,,2025-01-04,679000,7,No disponible,679
100317,58954,2025-01-03,-112000,7,No disponible,112
100318,58954,2025-01-01,-287000,,No disponible,287
100321,58954,,581000,7,No disponible,581
100323,63927,2025-02-05,945000,7,No disponible,
100354,63931,2025-01-01,368000,8,No disponible,368
100336,59100,,268000,4,No disponible,268
100339,59100,2025-06-18,224000,4,No disponible,
100340,59100,2026-06-29,-228000,4,No disponible,228
100341,59100,2025-10-29,-200000,4,No disponible,200
100344,66023,2025-01-22,609000,7,No disponible,609
100347,,2025-01-15,790000,10,,790
100348,65249,2025-02-14,648000,9,No disponible,
100351,63931,2025-01-01,632000,,No disponible,632
100352,63931,2025-01-02,660000,8,No disponible,880
100353,63931,2025-01-05,192000,8,No disponible,192
100356,63931,2025-01-06,792000,8,No disponible,792
100357,63931,2025-01-08,112000,8,No disponible,
100358,63931,,1384000,8,No disponible,1384
100359,63931,2025-01-04,1120000,8,,1120
100360,61019,,612000,6,No disponible,612
100361,61019,2025-01-31,4230000,6,,846
100366,,2025-01-04,,9,No disponible,1269
100369,62021,2025-01-04,,9,No disponible,612
100373,62021,2025-01-03,,9,No disponible,387
,62021,2025-01-07,666000,9,No disponible,666
100380,64894,2026-01-24,412000,1,No disponible,412
100381,64894,2025-06-16,443000,1,No disponible,443
100382,64894,2025-02-09,136000,,No disponible,136
,63530,2025-04-11,2187000,9,No disponible,2187
100384,66611,2025-12-09,1239000,7,,
100385,,2025-01-21,,6,No disponible,1476
100386,56282,2025-03-22,368000,6,No disponible,552
100387,56282,2025-02-05,48000,6,No disponible,48
100388,56282,2025-06-28,36000,6,No disponible,36
100389,56282,2025-05-29,84000,6,No disponible,84
,56282,2025-02-13,330000,6,No disponible,330
100391,56068,2025-03-30,955000,5,No disponible,955
100392,58394,2025-06-11,,10,No disponible,1350
100393,58394,2025-02-12,102000,10,No disponible,1020
,56199,2025-06-22,1064000,8,,1064
100401,,2025-02-04,216000,8,No disponible,216
100403,59862,2025-01-09,110000,2,No disponible,110
100404,66315,2025-02-10,616000,4,No disponible,
100405,66315,2025-02-25,148000,4,No disponible,148
100406,66315,2025-02-25,368000,4,No disponible,368
100407,66315,2025-04-01,,4,No disponible,372
100408,,2025-04-03,256000,4,No disponible,
100411,57882,2026-05-04,222000,3,No disponible,222
100412,57882,2025-02-20,-264000,3,,396
100413,57882,2025-04-01,264000,3,No disponible,264
100414,57882,2025-04-11,537000,,No disponible,
100415,57882,2025-03-08,-35000,3,No disponible,15
100416,,2025-07-23,105000,3,No disponible,105
100417,57882,2025-07-09,147000,3,No disponible,147
,57882,2025-04-18,105000,3,No disponible,105
100419,57882,,180000,3,No disponible,180
100420,57882,2025-06-30,,3,No disponible,
100421,57882,2025-08-05,51000,,No disponible,51
100422,64554,2025-08-30,560000,8,No disponible,560
100423,64554,2026-01-09,320000,8,No disponible,64
100424,64554,2025-09-22,616000,8,No disponible,616
100425,64554,2026-02-25,800000,8,No disponible,800
100426,64554,2025-09-02,376000,8,No disponible,376
100427,64554,2025-04-26,744000,8,No disponible,744
100429,59823,2025-03-12,1152000,,No disponible,576
100435,64774,2025-05-13,-1850000,10,No disponible,
100436,56598,2025-08-05,740000,2,No disponible,740
100437,56598,2025-01-08,134000,2,No disponible,268
100438,56598,2025-08-19,226000,2,No disponible,226
100439,56598,2025-11-08,1414000,2,No disponible,202
100440,56598,2025-05-10,28000,2,No disponible,28
100441,56598,2025-08-30,26000,2,No disponible,26
100442,56598,2025-07-17,190000,2,No disponible,190
100443,56598,,162000,2,No disponible,
100444,56598,2025-02-23,84000,2,No disponible,84
100445,56598,2025-01-27,-140000,2,No disponible,140
100449,66190,,-132000,3,No disponible,132
100451,66190,2025-09-19,,3,No disponible,120
100455,65038,2025-03-25,381000,3,,381
100456,65038,2025-04-07,396000,3,No disponible,-396
100457,62439,,3510000,9,No disponible,3510
100460,59034,2025-05-03,,1,No disponible,85
,59034,2025-03-28,77000,,No disponible,77
100464,61532,2025-02-18,-1062000,6,No disponible,1062
100466,56683,2025-06-28,,2,No disponible,450
100467,56683,2025-06-02,380000,2,No disponible,
100479,,2025-11-06,2187000,9,No disponible,
100482,56115,2026-04-20,972000,4,No disponible,972
100483,56115,2025-04-03,864000,4,No disponible,864
100484,56115,2025-09-17,1388000,4,No disponible,1388
100485,56115,2025-08-28,260000,4,No disponible,208
100486,56115,2026-04-30,200000,4,No disponible,200
100487,56115,2025-03-23,196000,4,No disponible,196
100488,56115,2025-06-06,224000,4,No disponible,224
100489,56115,2025-11-16,-124000,,,
100491,62742,2025-01-03,539000,7,No disponible,-539
100492,,,266000,7,,266
100493,62742,2025-01-01,196000,7,No disponible,196
,62742,2025-01-04,126000,,No disponible,126
100495,62742,2025-01-02,665000,7,No disponible,
100496,62742,,,7,No disponible,399
100497,62742,,413000,7,No disponible,413
100498,62742,2025-01-07,,7,No disponible,525
100499,62742,2025-01-10,336000,7,No disponible,336
100500,66136,2026-03-06,1810000,10,No disponible,1810
,62526,2025-01-23,828000,9,No disponible,828
100504,62526,2025-01-21,1764000,9,No disponible,
100544,59812,2025-02-23,248000,8,No disponible,
100505,62526,2025-05-11,828000,,No disponible,414
100511,57521,2025-07-16,240000,3,,240
100516,57521,2025-12-28,582000,3,No disponible,-582
,57521,2025-06-15,60000,3,No disponible,60
100520,57521,,234000,3,No disponible,234
100523,62067,2025-02-08,348000,4,No disponible,348
,62971,2025-06-23,588000,8,No disponible,1176
,62971,2025-10-26,552000,8,No disponible,552
100527,,2025-01-07,536000,8,No disponible,536
100531,62971,,712000,,No disponible,712
,,2025-02-08,240000,8,No disponible,240
100534,64784,2025-01-08,490000,5,No disponible,490
100535,64784,2025-01-05,291000,5,,485
100536,64784,2025-01-16,495000,5,No disponible,-495
100537,64784,2025-01-23,155000,5,No disponible,155
100538,64784,2025-01-08,410000,5,No disponible,410
100539,64784,2025-01-16,840000,5,,-840
100540,56640,,120000,6,No disponible,120
100542,59812,2025-01-16,,8,No disponible,1560
100543,59812,2026-05-01,4312000,,No disponible,616
100547,59812,2026-03-20,,8,No disponible,
100548,59812,2025-01-29,88000,8,,-88
,59812,2026-05-23,1296000,8,No disponible,1296
100551,59812,,292000,8,No disponible,1168
100552,59812,2025-12-24,744000,8,No disponible,
100556,56940,2025-03-18,,6,,438
,56940,2026-05-13,546000,6,,546
100559,56940,2025-01-24,36000,,No disponible,36
100562,57527,2025-05-28,14000,,No disponible,
100563,57527,2025-11-30,106000,,No disponible,106
100565,57527,2025-10-16,,1,No disponible,87
,57527,2025-01-08,87000,1,No disponible,87
100569,57527,2025-05-22,77000,1,,77
100577,62376,2025-03-23,117000,9,,117
100579,56416,,1464000,8,No disponible,
100580,56416,2025-01-20,,8,No disponible,1920
100583,60101,2026-05-13,324000,3,,162
100584,60101,2026-03-17,,3,No disponible,15
100588,60101,,132000,3,No disponible,132
100591,57628,2025-01-15,1725000,5,No disponible,-575
100594,57628,2025-08-22,370000,5,No disponible,
100596,,2025-01-06,60000,5,No disponible,60
100601,61386,2025-02-18,272000,4,No disponible,
100602,61386,,1040000,4,No disponible,520
100605,,2026-02-05,276000,4,No disponible,92
100606,,2025-10-06,156000,4,No disponible,156
100609,56070,2025-01-03,2790000,10,No disponible,
100610,56070,2025-02-13,2400000,10,,-2400
100611,55962,2026-04-16,1773000,,No disponible,1773
100612,58957,2025-04-25,191000,1,No disponible,191
100613,58957,2026-04-26,133000,1,No disponible,
100614,65375,2025-06-26,1611000,9,No disponible,1611
100615,,2025-12-03,1008000,9,No disponible,1008
100617,61254,2025-12-28,-555000,5,No disponible,555
100618,61254,2025-05-03,1440000,5,,480
,61254,,85000,5,No disponible,85
100620,61254,2025-12-23,-455000,5,No disponible,455
100621,61901,2025-02-06,609000,7,No disponible,
100622,61901,2025-09-11,,7,No disponible,
100630,61901,2026-01-19,336000,,No disponible,392
100631,,2025-06-23,553000,7,No disponible,553
100632,,,364000,7,No disponible,364
100635,61901,2025-10-14,532000,7,No disponible,
,61901,2025-04-28,1687000,7,No disponible,1687
100642,58210,2025-09-10,,3,No disponible,441
100646,56825,2025-01-09,-162000,2,No disponible,54
100647,56825,2025-11-21,106000,2,,106
100649,60617,2025-05-08,231000,3,,231
100650,60617,2025-09-21,1035000,3,No disponible,
100653,60617,2025-05-15,48000,3,No disponible,
100656,,2025-11-14,18000,3,No disponible,27
100658,62011,2026-07-05,564000,3,,564
100661,60000,2025-01-08,,10,,1650
100662,60000,2025-01-22,,10,No disponible,1710
100663,60000,2025-01-02,3290000,10,No disponible,
,,2025-01-03,770000,10,No disponible,770
100666,60000,2025-02-03,910000,10,No disponible,-910
100667,60000,2025-02-02,,10,No disponible,970
100668,60000,2025-01-18,370000,,No disponible,370
100670,60000,2025-01-15,,10,No disponible,830
,60000,2025-01-12,780000,10,No disponible,780
100673,,2025-02-15,60000,10,No disponible,60
100678,65583,2025-03-15,252000,7,,252
100680,,2025-08-25,161000,7,No disponible,161
100683,65583,2025-07-22,553000,,No disponible,553
,59704,2025-05-31,623000,1,No disponible,89
100686,59704,,96000,1,No disponible,96
100687,,,62000,1,No disponible,62
100690,,2025-04-03,100000,1,No disponible,-100
100692,59424,2026-03-10,-475000,5,No disponible,475
,59424,2026-06-09,385000,5,No disponible,
100696,59424,2026-06-11,410000,5,,410
100701,59424,2025-09-12,,5,No disponible,420
100703,63907,,790000,5,No disponible,790
,63907,2025-10-31,-250000,,No disponible,250
100715,,2025-04-04,360000,10,No disponible,360
100716,57712,2025-07-05,,10,No disponible,
,57648,2025-04-02,222000,3,No disponible,-222
,57648,2025-05-18,129000,3,No disponible,129
100723,59975,2025-02-22,38000,2,No disponible,38
100724,59975,2025-07-16,1200000,2,No disponible,240
100725,59975,2025-05-25,152000,2,No disponible,152
100726,59975,2025-01-12,68000,2,No disponible,68
100727,59975,2025-04-02,144000,2,No disponible,144
100728,59975,2025-01-09,28000,2,No disponible,28
100729,59975,2025-05-01,336000,2,No disponible,336
100731,64695,2025-02-04,1197000,,No disponible,1197
100732,56503,2025-11-11,1500000,10,No disponible,1500
100733,56503,2025-12-30,258000,10,No disponible,1290
100734,56503,2025-01-04,,10,No disponible,
100736,55682,,36000,4,No disponible,72
100738,55682,2025-07-20,,4,No disponible,800
100740,55682,2026-05-09,,4,No disponible,
100744,56925,2025-02-20,707000,7,No disponible,707
100745,56925,2025-02-10,1295000,7,No disponible,259
,56925,,385000,7,No disponible,385
100747,56925,2025-07-11,469000,7,No disponible,469
,,2025-07-08,-91000,7,No disponible,91
100749,56925,2025-02-13,434000,7,No disponible,434
100750,58100,2025-08-23,1510000,10,No disponible,1510
100751,58100,2025-05-28,3220000,10,No disponible,460
100752,,2025-08-08,650000,10,No disponible,650
100753,58100,2025-05-05,830000,10,No disponible,
100754,58100,2025-01-25,980000,10,No disponible,980
100755,58100,,980000,10,No disponible,980
100756,58100,2025-08-13,780000,10,No disponible,780
100757,58100,,,10,No disponible,470
100761,66512,2025-05-24,-581000,7,No disponible,581
,,2025-07-26,406000,7,No disponible,
100767,66512,,1414000,7,No disponible,707
,59153,2025-07-11,270000,6,No disponible,54
100773,,2025-05-19,426000,,No disponible,426
100775,57870,,1026000,6,No disponible,1026
100784,59542,2025-06-26,-228000,7,No disponible,532
100786,59542,,476000,7,No disponible,476
100789,59542,2025-09-16,-462000,7,No disponible,462
100793,,2025-02-07,1134000,7,No disponible,
100796,59542,2025-02-01,427000,7,,427
100798,59495,2025-07-19,78000,1,No disponible,
100801,59495,2025-04-21,20000,1,,20
100806,56786,,-2106000,6,No disponible,
100808,56837,,294000,3,No disponible,294
100809,56837,2025-01-03,,3,No disponible,591
100811,55757,2025-09-16,585000,5,No disponible,
100812,55757,2025-05-16,215000,5,No disponible,215
100813,55757,2026-05-20,1120000,5,No disponible,560
100814,55757,2026-04-30,155000,5,No disponible,155
100815,55757,2026-05-15,810000,5,No disponible,810
100852,58353,2026-01-01,320000,10,No disponible,
100816,55757,2025-04-15,260000,5,No disponible,325
100817,55757,2025-05-27,135000,5,,135
100818,55757,2025-09-17,465000,5,No disponible,-465
100819,55757,2025-02-25,380000,5,No disponible,380
100820,62278,2025-01-26,-378000,6,No disponible,378
,65426,2025-01-14,624000,8,No disponible,624
,65426,2025-01-11,3160000,8,No disponible,3160
100830,63582,,721000,7,No disponible,721
100831,63582,,186000,7,No disponible,-651
100832,63582,2025-09-09,350000,7,No disponible,350
100833,63582,2025-07-12,581000,7,No disponible,581
100835,,2025-02-24,385000,9,,495
100836,56934,2025-03-20,-864000,9,,864
100839,56934,2025-04-13,477000,9,No disponible,
,56934,2025-04-30,162000,9,No disponible,162
100843,56475,2025-11-20,352000,1,,352
100844,56475,2025-03-31,,1,No disponible,121
100845,56475,2026-01-30,172000,1,,172
100846,,2025-12-31,157000,,No disponible,157
100851,58353,2026-06-09,-320000,10,No disponible,
100853,61413,2026-03-26,-864000,9,No disponible,864
100854,61413,,7182000,9,No disponible,1197
100856,61413,2025-11-17,405000,,No disponible,405
,61413,2025-01-17,801000,9,No disponible,801
100858,61413,2025-11-22,,9,No disponible,630
100861,59815,2025-07-22,1430000,5,No disponible,1430
100862,59815,2025-01-22,1450000,5,No disponible,290
100863,59815,2025-05-15,175000,5,,175
100864,59815,2025-02-19,155000,5,No disponible,155
100865,59815,2025-05-04,245000,5,No disponible,245
100866,59815,2025-06-25,130000,5,No disponible,130
100867,59815,2025-05-11,505000,5,No disponible,505
100868,56613,2025-06-01,1120000,7,,
100869,56613,2025-08-24,-5544000,7,No disponible,924
100870,56613,2025-07-01,672000,7,No disponible,672
100871,56613,2025-10-26,700000,7,No disponible,700
,56613,2025-05-08,357000,7,No disponible,357
100873,56613,2025-09-19,553000,7,No disponible,553
100874,56613,2025-07-03,231000,7,No disponible,231
100875,56613,2025-10-04,1239000,7,No disponible,1239
100877,60922,2025-02-15,4130000,5,No disponible,-590
100878,60922,2025-02-09,,5,No disponible,405
100881,60922,2025-09-15,70000,5,No disponible,
100883,,2025-08-19,495000,5,No disponible,495
100885,60922,2025-10-03,2340000,5,No disponible,-390
100886,60922,2026-01-09,370000,5,No disponible,
100888,60922,,170000,5,No disponible,-170
100889,60922,2025-09-07,,5,No disponible,35
100890,,2025-10-07,-150000,5,No disponible,150
100891,66197,2025-10-30,2030000,5,,2030
100892,66197,2025-04-23,245000,5,No disponible,245
,66197,2025-09-04,715000,5,No disponible,715
100894,66197,2026-07-19,1860000,5,No disponible,465
100895,66197,2025-08-07,460000,5,No disponible,460
100896,66197,2026-10-09,375000,5,,375
100897,66197,2026-01-11,35000,5,No disponible,35
100898,64661,2025-05-02,768000,6,No disponible,768
,64661,2025-01-30,-726000,6,No disponible,726
100902,62550,,532000,7,No disponible,532
100903,,2025-03-14,3570000,7,No disponible,714
100904,,2025-09-02,574000,7,No disponible,574
100905,62550,,504000,7,No disponible,504
100906,62550,2025-06-01,581000,7,No disponible,581
100907,62550,2025-09-21,,7,No disponible,399
100908,62550,2025-03-15,525000,7,No disponible,525
100909,62550,2026-01-04,3920000,7,No disponible,784
100910,,2026-01-23,350000,7,No disponible,350
,62550,2025-02-04,105000,7,No disponible,105
100912,,2026-01-04,,7,,434
100913,62550,2026-01-31,630000,7,No disponible,630
100914,57049,,825000,5,No disponible,825
100915,57049,2025-01-09,200000,5,,200
100916,57049,2026-02-20,,5,No disponible,390
100917,57049,2025-07-15,25000,5,No disponible,25
100918,57049,2025-09-19,175000,5,No disponible,175
100919,57049,2025-05-08,35000,5,No disponible,35
100920,57049,2026-02-18,290000,5,,290
100921,57049,2025-06-28,1120000,5,No disponible,560
,57049,2025-04-11,465000,5,No disponible,465
100923,57049,2025-03-14,365000,5,No disponible,365
100924,57049,2025-08-07,1890000,5,No disponible,315
100925,57049,2026-04-30,465000,5,No disponible,
100926,57049,2026-06-05,455000,5,No disponible,455
100927,57049,2025-01-03,500000,5,No disponible,500
100928,57049,2025-06-09,285000,5,,
100929,57049,2025-11-06,,5,No disponible,180
,61973,2025-03-26,332000,4,No disponible,332
100932,61973,,304000,4,No disponible,152
100933,61973,2025-08-26,276000,4,No disponible,
100935,59561,2025-01-16,1264000,,No disponible,1264
100937,59561,2025-01-15,112000,4,No disponible,-112
100938,59561,2025-01-03,760000,,No disponible,760
100939,65933,2025-01-31,606000,,No disponible,606
100942,,2025-02-24,372000,6,No disponible,372
,65933,2025-09-07,318000,,No disponible,318
100946,65933,2025-10-22,,6,No disponible,396
,58583,2026-04-04,679000,7,No disponible,679
100948,58583,2026-08-30,80000,7,No disponible,-140
100949,58583,2025-12-04,-665000,7,No disponible,665
100950,58583,2025-10-10,658000,,No disponible,658
100951,,,161000,7,No disponible,161
100952,60616,2025-01-08,,1,,130
100953,60616,2025-01-06,136000,1,No disponible,136
100954,60616,2025-01-14,360000,1,No disponible,60
100955,60616,2025-01-09,27000,1,No disponible,27
